,SMILES,tasks,BRICS
101,CC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,BACE,"{'[5*]N[5*]', '[16*]c1cc([16*])cc([16*])c1', '[1*]C(=O)C(C)CC(O)C([4*])C[4*]', '[12*]S(C)(=O)=O', '[4*]C[8*]', '[1*]C(=O)C([4*])C(C)C', '[16*]c1cc(F)cc(F)c1', '[5*]N([5*])C', '[4*]C([8*])C', '[3*]O[3*]', '[1*]C([6*])=O', '[16*]c1ccccc1'}"
102,Cc1nc(-c2ccccc2)c(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)[nH]c1=O,Lipo,"{'[5*]N1CCC([15*])CC1', '[4*]C[8*]', '[9*]n1c(=O)[nH]c2ccccc21', '[16*]c1ccc([16*])cc1', '[14*]c1nc(C)c(=O)[nH]c1[14*]', '[16*]c1ccccc1'}"
103,Cc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,Lipo,"{'[5*]N[5*]', '[12*]S(=O)(=O)c1ccc(C)cc1', '[7*]C[8*]', '[1*]C(=O)C[7*]', '[16*]c1ccc([16*])cc1', '[16*]c1ccccc1N'}"
104,CCC(C)=O,BBBP:ESOL,{'CCC(C)=O'}
105,COC(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,Lipo,"{'[5*]N[5*]', '[5*]N1CCC([15*])CC1', '[14*]c1ccc2c(n1)NC(=O)CO2', '[3*]OC', '[4*]CCN1C(=O)COc2ccc([16*])cc21', '[4*]C[8*]', '[1*]C([6*])=O'}"
106,O=C(COCc1ccccn1)N1CCN(c2ccc(Cl)cc2Cl)CC1,Lipo,"{'[14*]c1ccccn1', '[16*]c1ccc(Cl)cc1Cl', '[4*]C[8*]', '[1*]C(=O)C[4*]', '[3*]O[3*]', '[5*]N1CCN([5*])CC1'}"
107,CN(C)C1CCc2[nH]c3ccccc3c2C1,BBBP,"{'[5*]N(C)C', '[15*]C1CCc2[nH]c3ccccc3c2C1'}"
108,CCCCN(C)C(=O)n1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c2cc(C(=O)[O-])ccc21,BACE,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[3*]OC', '[5*][NH2+][5*]', '[4*]C[8*]', '[5*]N([5*])C', '[4*]CCCC', '[16*]c1cc(F)cc(F)c1', '[6*]C(=O)[O-]', '[1*]C(=O)n1cc([16*])c2cc([16*])ccc21', '[1*]C([6*])=O', '[4*]CC(O)C([4*])C[8*]'}"
109,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,Lipo,"{'[4*]C(C)C', '[16*]c1ccc2c(=O)c([16*])coc2c1', '[3*]O[3*]', '[16*]c1ccccc1'}"
110,Cn1cc(C#N)cc1-c1c2c(=O)n(CC#CCn3cncn3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,Lipo,"{'[9*]n1nc2c(c1[14*])c(=O)n([9*])c(=O)n2[9*]', '[15*]C1CC1', '[8*]CC#CC[8*]', '[8*]C[8*]', '[16*]c1ccnc2ccc(Cl)cc12', '[9*]n1cncn1', '[14*]c1cc(C#N)cn1C'}"
111,CC1CC2(CC[NH+]1Cc1cccc(-c3ccccc3Cl)c1)CNS(=O)(=O)N2c1cccc(F)c1,BACE,"{'[16*]c1cccc([16*])c1', '[4*]C[8*]', '[16*]c1ccccc1Cl', '[5*]N1C2(CC[NH+]([5*])C(C)C2)CNS1(=O)=O', '[16*]c1cccc(F)c1'}"
112,C[NH+](C)CCOC(c1ccc(Cl)cc1)c1ccccn1,ClinTox,"{'[14*]c1ccccn1', '[4*]CC[4*]', '[5*][NH+](C)C', '[16*]c1ccc(Cl)cc1', '[3*]O[3*]', '[4*]C([8*])[8*]'}"
113,CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,Lipo,"{'[14*]c1ncc([16*])cn1', '[5*]N1CCN([5*])[C@H](C)C1', '[8*]C(C)C', '[4*]C[8*]', '[14*]c1noc([14*])n1', '[16*]c1ccncc1C#N', '[3*]O[3*]'}"
114,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CC2CC2C(N)=N1,BACE,"{'[5*]N[5*]', '[13*]C1(C)CC2CC2C(N)=N1', '[16*]c1ccc(F)c([16*])c1', '[1*]C([6*])=O', '[14*]c1ccc(Cl)cn1'}"
115,CC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,Lipo,"{'[5*]N[5*]', '[16*]c1ccc([16*])cc1', '[1*]C(C)=O', '[4*]C([8*])C', '[16*]c1ccncc1', '[14*]c1ncc2cc([16*])ccc2n1'}"
116,Cc1ccccc1Nc1ncnc2ccccc12,Lipo,"{'[5*]N[5*]', '[14*]c1ncnc2ccccc12', '[16*]c1ccccc1C'}"
117,O=c1[nH]c(S)nc2[nH]cnc12,Lipo,{'O=c1[nH]c(S)nc2[nH]cnc12'}
118,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,Lipo,"{'[5*]N1CCCC1', '[8*]CC(C)C', '[16*]c1ccccc1[16*]', '[1*]C([6*])=O', '[8*]C[8*]', '[8*]C(F)(F)F', '[9*]n1c(=O)n(C)c(=O)c2c([16*])c([14*])sc21'}"
119,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,BBBP:Lipo,"{'[8*]C[C@](C)(NN)C(=O)O', '[16*]c1ccc(O)c(O)c1'}"
120,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,Lipo,"{'[4*]CCN1C(=O)CSc2ccc([16*])cc21', '[5*]N[5*]', '[5*]N1CCC([15*])CC1', '[4*]C[8*]', '[3*]OC', '[14*]c1cc2c(cn1)OCCO2'}"
121,O=P([O-])([O-])C(O)(Cc1cccnc1)P(=O)([O-])[O-],ClinTox,"{'[8*]CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-]', '[16*]c1cccnc1'}"
122,Cn1cc(CN2CCc3cc4nc(N)sc4cc3CC2)cn1,Lipo,"{'[5*]N1CCc2cc3nc(N)sc3cc2CC1', '[4*]C[8*]', '[16*]c1cnn(C)c1'}"
123,COc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,Lipo,"{'[5*]N[5*]', '[3*]OC', '[14*]c1cnc2ccccn12', '[14*]c1ncc(Cl)c([14*])n1', '[4*]CCS(C)(=O)=O', '[16*]c1ccc([16*])c([16*])c1', '[5*]N1CCN([5*])CC1'}"
124,COC(=O)CCC(=O)Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O,Lipo,"{'[5*]N[5*]', '[3*]OC', '[1*]C(=O)CCC([1*])=O', '[16*]c1ccc2c(c1)-c1ccccc1C(=O)C2=O'}"
125,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BBBP:ClinTox,"{'[15*][C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C', '[4*]CC([6*])=O', '[1*]C(=O)CC(C)(C)C', '[3*]O[3*]'}"
126,CCOc1ccccc1,ESOL:FreeSolv,"{'[4*]CC', '[3*]O[3*]', '[16*]c1ccccc1'}"
127,COCCNC(=O)CN(CCN(CC[NH+](CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-],ClinTox,"{'[5*]N[5*]', '[3*]OC', '[1*]C(=O)C[4*]', '[4*]CC[4*]', '[5*]N([5*])[5*]', '[4*]CC(=O)[O-]', '[5*][NH+]([5*])[5*]'}"
128,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,BBBP,"{'[5*]N1CCC([15*])([15*])CC1', '[4*]C(C)(C)C', '[16*]c1ccccc1'}"
129,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,BACE,"{'[5*]N[5*]', '[14*]c1cccc(N)n1', '[16*]c1ccc([16*])cc1', '[8*]C[8*]', '[9*]n1c([14*])ccc1[14*]', '[4*]CC=C', '[1*]C([6*])=O', '[16*]c1ccccc1'}"
130,NC1=NC(c2ccccc2)(C2CCCCC2)C(=O)N1Cc1ccccc1,BACE,"{'[10*]N1C(=O)C([13*])([13*])N=C1N', '[15*]C1CCCCC1', '[8*]C[8*]', '[16*]c1ccccc1'}"
131,CN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,Lipo,"{'[5*]N[5*]', '[15*]C1CN(C)C1', '[9*]n1nccc1[14*]', '[12*]S(=O)(=O)c1cc(F)c([16*])cc1F', '[16*]c1ccc(Cl)cc1[16*]', '[14*]c1ncns1', '[3*]O[3*]'}"
132,CCOc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,Lipo,"{'[5*]N[5*]', '[15*][C@@H]1CCCC[C@H]1[15*]', '[4*]CC', '[4*]C1(C#N)CC1', '[5*]N1CCc2[nH]c3c([16*])cccc3c2C1', '[1*]C([6*])=O', '[3*]O[3*]'}"
133,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nc3ccncc3c(=O)[nH]2)=N1,BACE,"{'[5*]NC1=NC(C)(C)Cc2cc(Cl)ccc21', '[4*]C([8*])C[8*]', '[14*]c1nc2ccncc2c(=O)[nH]1', '[16*]c1ccccc1'}"
134,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc4[nH]cc(CC(F)(F)F)c4c3)C2O)c1,BACE,"{'[16*]c1cccc([16*])c1', '[4*]C[8*]', '[5*][NH2+][5*]', '[8*]CC(F)(F)F', '[8*]C[8*]', '[15*]C1CS(=O)(=O)CC([15*])C1O', '[16*]c1ccc2[nH]cc([16*])c2c1', '[8*]C(C)(C)C'}"
135,Cc1cc2ccccc2c2ccc3ccccc3c12,ESOL,{'Cc1cc2ccccc2c2ccc3ccccc3c12'}
136,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,BBBP:ClinTox,"{'[7*]C[8*]', '[3*]OC', '[15*][C@@H]1CC[C@@H](O)[C@H]([15*])C1', '[7*]C([8*])C', '[8*]CC=C', '[13*][C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@H]([C@@H]([15*])C[C@@H](C)C/C(C)=C/[C@@H]([15*])C(=O)C[C@H](O)[C@H]1C)[C@@H]([15*])C[C@H]2C'}"
137,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,BBBP:Lipo,"{'[5*]N[5*]', '[16*]c1c(Cl)ccc(C)c1Cl', '[16*]c1ccccc1[16*]', '[6*]C(=O)O'}"
138,Cc1nn(C)c2ccc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12,Lipo,"{'[5*]N[5*]', '[5*]N1CCN([5*])[C@H](C)C1', '[15*][C@@H]1CCCC[C@H]1[15*]', '[4*]C1(C#N)CC1', '[16*]c1ccc2c(c1)c(C)nn2C', '[1*]C([6*])=O'}"
139,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,ClinTox,"{'[8*]CO', '[3*]O[3*]', '[13*][C@H]1O[C@@]([13*])(O)[C@@H](O)[C@@H]1[15*]', '[13*][C@@H]1O[C@H]([13*])[C@H](O)[C@H](O)[C@H]1O'}"
140,OCC(F)(F)F,FreeSolv,{'OCC(F)(F)F'}
141,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,ESOL,"{'[4*]CC', '[3*]OP(=S)(O[3*])N1C(=O)c2ccccc2C1=O'}"
142,CCCN(C)c1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,Lipo,"{'[5*]N[5*]', '[4*]CCC', '[5*]N1CCC[C@@H]([15*])C1', '[5*]N([5*])C', '[8*]CC(=O)O', '[14*]c1ccc([16*])c([14*])n1', '[1*]C([6*])=O', '[15*]C1CCCCC1'}"
143,COc1cc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc(OC)c1OC,Lipo,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[3*]OC', '[16*]c1ccc(C)c([16*])c1', '[5*]N(C)C', '[1*]C([6*])=O', '[16*]c1cc([16*])c([16*])c([16*])c1'}"
144,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(=O)[nH]c1,Lipo,"{'[5*]N[5*]', '[4*]C[8*]', '[16*]c1ccc([16*])cc1', '[9*]n1ccc([16*])c1', '[1*]C(=O)C[8*]', '[4*]C([8*])CCCC', '[5*]N1CCC([15*])CC1', '[16*]c1ccc(=O)[nH]c1', '[8*]C(F)(F)F'}"
145,COC(=O)c1cccnc1,ESOL,"{'[1*]C([6*])=O', '[3*]OC', '[16*]c1cccnc1'}"
146,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCCC2)cc1,Lipo,"{'[5*]N[5*]', '[15*]C1CCCC1', '[16*]c1ccc([16*])cc1', '[15*]C1C2CC3CC(C2)CC1C3', '[9*]n1ncc([16*])c1[14*]', '[1*]C([6*])=O', '[6*]C(=O)O'}"
147,CCCC(C)(C)CO,ESOL,{'CCCC(C)(C)CO'}
148,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,BBBP,"{'[1*]C([6*])=O', '[4*]CC', '[3*]O[3*]', '[13*]C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O'}"
149,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-],ClinTox,"{'[16*]c1ccc(F)cc1', '[7*]C[8*]', '[12*]S(C)(=O)=O', '[8*]C(C)C', '[5*]N([5*])C', '[7*]C[C@@H](O)C[C@@H](O)CC(=O)[O-]', '[14*]c1nc([14*])c([16*])c([14*])n1'}"
150,CCCBr,ESOL:FreeSolv,{'CCCBr'}
151,CN1CCC(C#N)(c2cccc3ccccc23)CC1,Lipo,"{'[15*]C1(C#N)CCN(C)CC1', '[16*]c1cccc2ccccc12'}"
152,Cc1nc2ccc(NC(=O)CCNC(N)=O)cc2s1,Lipo,"{'[5*]N[5*]', '[1*]C(N)=O', '[16*]c1ccc2nc(C)sc2c1', '[1*]C(=O)CC[4*]'}"
153,O=C(N[C@@H](Cc1ccc(N2CCN(c3ccccc3)CC2)cc1)C(=O)O)c1c(Cl)cccc1Cl,Lipo,"{'[5*]N[5*]', '[16*]c1ccc([16*])cc1', '[16*]c1c(Cl)cccc1Cl', '[16*]c1ccccc1', '[1*]C([6*])=O', '[4*][C@@H](C[8*])C(=O)O', '[5*]N1CCN([5*])CC1'}"
154,CC(=N)NCc1ccccc1,Lipo,"{'[5*]NC(C)=N', '[4*]C[8*]', '[16*]c1ccccc1'}"
155,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12,Lipo,"{'[5*]N1CCOCC1', '[9*]n1ccn2c(=O)cc([14*])nc12', '[16*]c1ccccc1C', '[8*]C[8*]'}"
156,COc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1OC,Lipo,"{'[5*]N[5*]', '[6*]C(N)=O', '[3*]OC', '[16*]c1cc(C)ccc1F', '[16*]c1cc2ncc([16*])c([16*])c2cc1[16*]'}"
157,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COc5ccon5)OC4=O)cc3F)cn2)n1,Lipo,"{'[10*]N1C[C@H]([13*])OC1=O', '[4*]C[8*]', '[14*]c1ccon1', '[16*]c1ccc([16*])c(F)c1', '[14*]c1ccc([16*])cn1', '[3*]O[3*]', '[14*]c1nnn(C)n1'}"
158,Cc1cc(C)cc(CCOCCS(=O)(=O)NCCNCCc2ccc(O)c3nc(O)sc23)c1,Lipo,"{'[5*]N[5*]', '[4*]CCS([12*])(=O)=O', '[4*]CC[4*]', '[16*]c1cc(C)cc(C)c1', '[16*]c1ccc(O)c2nc(O)sc12', '[3*]O[3*]', '[4*]CC[8*]'}"
159,CCC(=O)c1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cs1,BACE,"{'[16*]c1cccc([16*])c1', '[6*]C(=O)CC', '[14*]c1cc([16*])cs1', '[16*]c1cccnc1F', '[13*]C1([13*])N=C(N)N(C)C1=O'}"
160,O=C(CO)N1CCC[C@@H]1COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,Lipo,"{'[5*]N[5*]', '[14*]c1ccccn1', '[4*]C[8*]', '[14*]c1ncnc2cccc([16*])c12', '[3*]O[3*]', '[5*]N1CCC[C@@H]1[13*]', '[16*]c1ccc([16*])c(Cl)c1', '[1*]C(=O)CO'}"
161,CSc1nc2cc(Cl)ccc2[nH]1,Lipo,"{'[14*]c1nc2cc(Cl)ccc2[nH]1', '[11*]SC'}"
162,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc2cc(Cl)ccc2Cl)ccc1OCC(=O)O,Lipo,"{'[5*]N[5*]', '[16*]c1ccc([16*])c(C)c1', '[1*]C(=O)C1c2ccccc2CN1[5*]', '[4*]C[8*]', '[4*]CC(=O)O', '[16*]c1cc(Cl)ccc1Cl', '[3*]O[3*]'}"
163,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(C(F)(F)F)c3)c2)N=C1N,BACE,"{'[16*]c1cccc([16*])c1', '[8*]C(F)(F)F', '[16*]c1ccncc1', '[13*]C1([13*])N=C(N)N(C)C1=O'}"
164,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],ESOL:FreeSolv,"{'[16*]c1cc([N+](=O)[O-])c([16*])c([N+](=O)[O-])c1', '[5*]N([5*])[5*]', '[4*]CCC', '[8*]C(F)(F)F'}"
165,CCC(C)CC,BBBP:ESOL:FreeSolv,{'CCC(C)CC'}
166,Oc1nc(-c2ccccc2)nc2ccccc12,Lipo,"{'[14*]c1nc(O)c2ccccc2n1', '[16*]c1ccccc1'}"
167,CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,Lipo,"{'[5*]N[5*]', '[12*]S(=O)(=O)c1ccc2c([16*])c[nH]c(=O)c2c1', '[3*]O[3*]', '[4*]CC(O)C[4*]', '[5*]N1CCC([15*])CC1', '[5*]NC', '[1*]C([6*])=O', '[16*]c1ccc(Cl)c(Cl)c1'}"
168,C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,BBBP,"{'[13*][C@@H]1O[C@H]([13*])[C@@H](O)[C@H]1O', '[9*]n1cnc2c(N)ncnc21', '[8*]C[S+](C)CC[C@H](N)C(=O)[O-]'}"
169,Cc1nc2ccc(Cl)cn2c1-c1ccnc(N)n1,Lipo,"{'[14*]c1ccnc(N)n1', '[14*]c1c(C)nc2ccc(Cl)cn12'}"
170,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1,Lipo,"{'[5*]N[5*]', '[16*]c1ccccc1', '[14*]c1nnc([14*])s1', '[12*]S(=O)(=O)c1ccc(Cl)cc1'}"
171,CSC,ESOL:FreeSolv,{'CSC'}
172,COCCC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,Lipo,"{'[5*]N[5*]', '[1*]C(=O)CC[4*]', '[3*]OC', '[16*]c1ccc([16*])cc1', '[14*]c1ncc2cc([16*])ccc2n1', '[4*][C@H]([8*])C', '[16*]c1ccncc1'}"
173,Cc1cc(C)cc(-c2c(O)nc3cc(Cl)c(C(=O)Nc4ccncn4)cc3c2OCCC2CCCCN2)c1,Lipo,"{'[5*]N[5*]', '[16*]c1cc(C)cc(C)c1', '[3*]O[3*]', '[4*]CC[8*]', '[14*]c1ccncn1', '[13*]C1CCCCN1', '[1*]C([6*])=O', '[16*]c1cc2c([16*])c([16*])c(O)nc2cc1Cl'}"
174,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,Lipo,"{'[5*]N[5*]', '[14*]c1cc(=O)n2cc(C)cc([16*])c2n1', '[4*]C([8*])C', '[5*]N1CCOCC1', '[16*]c1ccccc1'}"
175,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,Lipo,"{'[16*]c1cn2c3c(cc(F)cc3c1=O)CCC2C', '[6*]C(=O)O'}"
176,c1ccc(CSc2nc3cccnc3[nH]2)cc1,Lipo,"{'[14*]c1nc2cccnc2[nH]1', '[4*]C[8*]', '[11*]S[11*]', '[16*]c1ccccc1'}"
177,N#Cc1ccccc1,ESOL:FreeSolv,{'N#Cc1ccccc1'}
178,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,Lipo,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[14*]c1ncccc1[16*]', '[8*]C(F)(F)F', '[6*]C(=O)O'}"
179,CCSC,FreeSolv,"{'[4*]CC', '[11*]SC'}"
180,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H]([NH3+])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],ClinTox,"{'[5*]N[5*]', '[13*][C@@H]1N2C(=O)[C@@H]([15*])[C@H]2SC1(C)C', '[6*]C(=O)[O-]', '[1*]C(=O)[C@@H]([8*])[NH3+]', '[16*]c1ccccc1'}"
181,O=C1NC(=O)C2C=CC=CC12,ESOL,{'O=C1NC(=O)C2C=CC=CC12'}
182,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,Lipo,"{'[4*]C([8*])([8*])C', '[16*]c1ccc(Cl)cc1', '[16*]c1ccccc1', '[3*]O[3*]', '[4*]CC[8*]', '[13*]C1CCCN1C'}"
183,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccc(C#N)c3)c2)N=C1N,BACE,"{'[16*]c1cccc([16*])c1', '[16*]c1ccncc1', '[16*]c1cccc(C#N)c1', '[13*]C1([13*])N=C(N)N(C)C1=O'}"
184,Cc1cc(=O)[nH]c2sc(C(=O)c3ccc(Br)cc3)c(N)c12,Lipo,"{'[6*]C([6*])=O', '[14*]c1sc2[nH]c(=O)cc(C)c2c1N', '[16*]c1ccc(Br)cc1'}"
185,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CCC(=O)O)CC3)cc2)nc1C(N)=O,Lipo,"{'[6*]C(N)=O', '[15*][C@H]1CC[C@H]([15*])CC1', '[14*]c1nc([14*])c(C)nc1C', '[16*]c1ccc([16*])cc1', '[8*]CCC(=O)O'}"
186,Clc1ccc2c(c1)/C(=C/C1CN3CCC1CC3)c1ccccc1S2,BBBP,"{'[15*]C1CN2CCC1CC2', '[7*]C[8*]', '[7*]C1c2ccccc2Sc2ccc(Cl)cc21'}"
187,O=C(O)CCCCn1nnc(-c2ccc(C(=O)N3CCC(N4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)CC3)cc2)n1,Lipo,"{'[5*]N1CCC([15*])CC1', '[8*]CCCCC(=O)O', '[16*]c1ccc([16*])cc1', '[16*]c1ccc(Cl)c(Cl)c1', '[9*]n1nnc([14*])n1', '[1*]C([6*])=O', '[3*]O[3*]'}"
188,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,Lipo,"{'[5*]N[5*]', '[4*]CC[4*]', '[12*]S(=O)(=O)c1ccc([16*])cc1', '[14*]c1ccnc([14*])n1', '[5*]N(C)C', '[14*]c1cnc2ccccn12'}"
189,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,ESOL,"{'[16*]c1ccc(Cl)cc1', '[16*]c1c(Cl)cccc1Cl'}"
190,Nc1nc2nc(-c3cccs3)cc(C(F)(F)F)n2n1,Lipo,"{'[14*]c1cc([14*])n2nc(N)nc2n1', '[8*]C(F)(F)F', '[14*]c1cccs1'}"
191,C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c1ccc(O)c(CO)c1,Lipo,"{'[5*]N[5*]', '[16*]c1cccc([16*])c1', '[8*]CO', '[16*]c1ccc(O)c([16*])c1', '[1*]C(=O)C[8*]', '[4*][C@H](C)C[8*]', '[4*]C[C@@H]([8*])O', '[15*]C12CC3CC(CC(C3)C1)C2'}"
192,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12,Lipo,"{'[5*]N[5*]', '[3*]OC', '[1*]C(=O)[C@@H]([4*])C[8*]', '[1*]C([6*])=O', '[16*]c1cccc2ccccc12', '[16*]c1ccc([N+](=O)[O-])cc1'}"
193,NC1=[NH+]C(=O)C(c2ccccc2)O1,ClinTox,"{'[13*]C1OC(N)=[NH+]C1=O', '[16*]c1ccccc1'}"
194,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],ClinTox,"{'[4*]C(C)(C)C(=O)[O-]', '[5*]N[5*]', '[15*][C@@H]1C(=O)N(S(=O)(=O)[O-])[C@H]1C', '[1*]C(=O)/C(=N\\O[3*])c1csc(N)n1'}"
195,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,BBBP,"{'[3*]OC', '[16*]c1ccc2c(c1[16*])C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2[16*])OCO3)CCN1C'}"
196,Nc1nnc(CCSCCc2nnc(N)s2)s1,Lipo,"{'[14*]c1nnc(N)s1', '[11*]S[11*]', '[4*]CC[8*]'}"
197,COC(C)(C)C,ESOL:FreeSolv,"{'[4*]C(C)(C)C', '[3*]OC'}"
198,CC1CN(C(=O)c2nnc3c(-c4ncccn4)cccc3c2N)C1,Lipo,"{'[1*]C([6*])=O', '[14*]c1ncccn1', '[14*]c1nnc2c([16*])cccc2c1N', '[5*]N1CC(C)C1'}"
199,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc3[nH]ccc23)n1,Lipo,"{'[14*]c1cc([14*])nc([14*])n1', '[5*]N1CCOCC1', '[16*]c1cccc2[nH]ccc12', '[8*]CS(C)(=O)=O'}"
200,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCC(=O)N2,ClinTox,"{'[5*][NH2+][5*]', '[4*]C(C)(C)C', '[16*]c1cccc2c1CCC(=O)N2', '[3*]O[3*]', '[4*]CC(O)C[4*]'}"
